s (1,1) 330
(214,3) (215,3) 921
(215,3) (214,3) 101
(215,3) (216,3) 641
(216,3) (215,3) 460
(216,3) (217,3) 637
(217,3) (216,3) 744
(217,3) (218,3) 325
(218,3) (217,3) 527
(218,3) (219,3) 511
(219,3) (218,3) 147
(219,3) (220,3) 260
(220,3) (219,3) 897
(220,3) (221,3) 952
(221,3) (220,3) 593
(221,3) (222,3) 715
(222,3) (221,3) 729
(222,3) (223,3) 814
(223,3) (222,3) 209
(223,3) (224,3) 526
(224,3) (223,3) 84
(224,3) (225,3) 103
(225,3) (224,3) 139
(225,3) (226,3) 472
(226,3) (225,3) 304
(226,3) (227,3) 787
(227,3) (226,3) 4
(227,3) (228,3) 882
(228,3) (227,3) 257
(228,3) (229,3) 962
(229,3) (228,3) 748
(229,3) (230,3) 259
(230,3) (229,3) 525
(230,3) (231,3) 652
(231,3) (230,3) 648
(231,3) (232,3) 533
(232,3) (231,3) 509
(232,3) (233,3) 23
(233,3) (232,3) 689
(233,3) (234,3) 88
(234,3) (233,3) 154
(234,3) (235,3) 955
(235,3) (234,3) 281
(235,3) (236,3) 744
(236,3) (235,3) 682
(236,3) (237,3) 634
(237,3) (236,3) 565
(237,3) (238,3) 698
(238,3) (237,3) 206
(238,3) (239,3) 803
(239,3) (238,3) 955
(239,3) (240,3) 276
(240,3) (239,3) 849
(240,3) (241,3) 45
(241,3) (240,3) 705
(241,3) (242,3) 329
(242,3) (241,3) 655
(242,3) (243,3) 953
(243,3) (242,3) 895
(243,3) (244,3) 324
(244,3) (243,3) 399
(244,3) (245,3) 872
(245,3) (244,3) 947
(245,3) (246,3) 436
(246,3) (245,3) 631
(246,3) (247,3) 571
(247,3) (246,3) 791
(247,3) (248,3) 798
(248,3) (247,3) 730
(248,3) (249,3) 802
(249,3) (248,3) 201
(249,3) (250,3) 649
(250,3) (249,3) 249
(250,3) (251,3) 660
(251,3) (250,3) 559
(251,3) (252,3) 890
(252,3) (251,3) 467
(252,3) (253,3) 29
(253,3) (252,3) 276
(253,3) (254,3) 383
(254,3) (253,3) 218
(254,3) (255,3) 205
(255,3) (254,3) 580
(255,3) (256,3) 937
(256,3) (255,3) 708
(256,3) (257,3) 429
(257,3) (256,3) 56
(257,3) (258,3) 874
(258,3) (257,3) 714
(258,3) (259,3) 301
(259,3) (258,3) 622
(259,3) (260,3) 774
(260,3) (259,3) 9
(260,3) (261,3) 857
(261,3) (260,3) 496
(261,3) (262,3) 55
(262,3) (261,3) 506
(262,3) (263,3) 218
(263,3) (262,3) 103
(263,3) (264,3) 648
(264,3) (263,3) 856
(264,3) (265,3) 352
(265,3) (264,3) 284
(265,3) (266,3) 355
(266,3) (265,3) 806
(266,3) (267,3) 981
(267,3) (266,3) 450
(267,3) (268,3) 597
(268,3) (267,3) 866
(268,3) (269,3) 173
(269,3) (268,3) 708
(269,3) (270,3) 703
(270,3) (269,3) 610
(270,3) (271,3) 442
(271,3) (270,3) 335
(271,3) (272,3) 72
(272,3) (271,3) 226
(272,3) (273,3) 188
(273,3) (272,3) 427
(273,3) (274,3) 150
(274,3) (273,3) 670
(274,3) (275,3) 813
(275,3) (274,3) 675
(275,3) (276,3) 388
(276,3) (275,3) 322
(276,3) (277,3) 658
(277,3) (276,3) 247
(277,3) (278,3) 637
(278,3) (277,3) 628
(278,3) (279,3) 141
(279,3) (278,3) 738
(279,3) (280,3) 15
(280,3) (279,3) 875
(280,3) (281,3) 983
(281,3) (280,3) 877
(281,3) (282,3) 546
(282,3) (281,3) 38
(282,3) (283,3) 356
(283,3) (282,3) 767
(283,3) (284,3) 71
(284,3) (283,3) 299
(284,3) (285,3) 407
(285,3) (284,3) 495
(285,3) (286,3) 142
(286,3) (285,3) 522
(286,3) (287,3) 724
(287,3) (286,3) 504
(287,3) (288,3) 783
(288,3) (287,3) 510
(288,3) (289,3) 732
(289,3) (288,3) 967
(289,3) (290,3) 210
(290,3) (289,3) 104
(290,3) (291,3) 75
(291,3) (290,3) 532
(291,3) (292,3) 795
(292,3) (291,3) 759
(292,3) (293,3) 389
(293,3) (292,3) 595
(293,3) (294,3) 341
(294,3) (293,3) 184
(294,3) (295,3) 255
(295,3) (294,3) 326
(295,3) (296,3) 63
(296,3) (295,3) 141
(296,3) (297,3) 771
(297,3) (296,3) 281
(297,3) (298,3) 43
(298,3) (297,3) 661
(298,3) (299,3) 3
(299,3) (298,3) 329
(299,3) (300,3) 747
(300,3) (299,3) 585
(300,3) (301,3) 62
(301,3) (300,3) 409
(301,3) (302,3) 295
(302,3) (301,3) 950
(302,3) (303,3) 432
(303,3) (302,3) 963
(303,3) (304,3) 529
(304,3) (303,3) 852
(304,3) (305,3) 179
(305,3) (304,3) 384
(305,3) (306,3) 346
(306,3) (305,3) 194
(306,3) (307,3) 548
(307,3) (306,3) 788
(307,3) (308,3) 165
(308,3) (307,3) 667
(308,3) (309,3) 993
(309,3) (308,3) 57
(309,3) (310,3) 568
(310,3) (309,3) 193
(310,3) (311,3) 990
(311,3) (310,3) 406
(311,3) (312,3) 60
(312,3) (311,3) 332
(312,3) (313,3) 214
(313,3) (312,3) 475
(313,3) (314,3) 690
(314,3) (313,3) 767
(314,3) (315,3) 222
(315,3) (314,3) 812
(315,3) (316,3) 77
(316,3) (315,3) 712
(316,3) (317,3) 830
(317,3) (316,3) 776
(317,3) (318,3) 830
(318,3) (317,3) 170
(318,3) (319,3) 665
(319,3) (318,3) 724
(319,3) (320,3) 490
(320,3) (319,3) 385
(320,3) (321,3) 764
(321,3) (320,3) 753
(321,3) (322,3) 65
(322,3) (321,3) 73
(322,3) (323,3) 643
(323,3) (322,3) 239
(323,3) (324,3) 759
(324,3) (323,3) 915
(324,3) (325,3) 31
(325,3) (324,3) 284
(325,3) (326,3) 213
(326,3) (325,3) 108
(326,3) (327,3) 812
(327,3) (326,3) 246
(327,3) (328,3) 50
(328,3) (327,3) 284
(328,3) (329,3) 870
(329,3) (328,3) 288
(329,3) (330,3) 866
(330,3) (329,3) 824
(330,3) (331,3) 291
(331,3) (330,3) 492
(331,3) (332,3) 881
(332,3) (331,3) 533
(332,3) (333,3) 692
(333,3) (332,3) 309
(333,3) (334,3) 985
(334,3) (333,3) 146
(334,3) (335,3) 77
(335,3) (334,3) 600
(335,3) (336,3) 430
(336,3) (335,3) 144
(336,3) (337,3) 220
(337,3) (336,3) 847
(337,3) (338,3) 171
(338,3) (337,3) 681
(338,3) (339,3) 542
(339,3) (338,3) 921
(339,3) (340,3) 654
(340,3) (339,3) 857
(340,3) (341,3) 613
(341,3) (340,3) 178
(341,3) (342,3) 30
(342,3) (341,3) 958
(342,3) (343,3) 949
(343,3) (342,3) 634
(343,3) (344,3) 405
(344,3) (343,3) 8
(344,3) (345,3) 686
(345,3) (344,3) 868
(345,3) (346,3) 1000
(346,3) (345,3) 780
(346,3) (347,3) 540
(347,3) (346,3) 117
(347,3) (348,3) 555
(348,3) (347,3) 43
(348,3) (349,3) 986
(349,3) (348,3) 895
(349,3) (350,3) 105
(350,3) (349,3) 874
(350,3) (351,3) 470
(351,3) (350,3) 274
(351,3) (352,3) 449
(352,3) (351,3) 446
(352,3) (353,3) 805
(353,3) (352,3) 918
(353,3) (354,3) 349
(354,3) (353,3) 877
(354,3) (355,3) 343
(355,3) (354,3) 910
(355,3) (356,3) 532
(356,3) (355,3) 564
(356,3) (357,3) 901
(357,3) (356,3) 788
(357,3) (358,3) 935
(358,3) (357,3) 449
(358,3) (359,3) 903
(359,3) (358,3) 918
(359,3) (360,3) 897
(360,3) (359,3) 668
(360,3) (361,3) 962
(361,3) (360,3) 2
(361,3) (362,3) 455
(362,3) (361,3) 999
(362,3) (363,3) 95
(363,3) (362,3) 788
(363,3) (364,3) 959
(364,3) (363,3) 774
(364,3) (365,3) 878
(365,3) (364,3) 488
(365,3) (366,3) 732
(366,3) (365,3) 397
(366,3) (367,3) 33
(367,3) (366,3) 957
(367,3) (368,3) 239
(368,3) (367,3) 374
(368,3) (369,3) 781
(369,3) (368,3) 593
(369,3) (370,3) 682
(370,3) (369,3) 595
(370,3) (371,3) 195
(371,3) (370,3) 747
(371,3) (372,3) 719
(372,3) (371,3) 877
(372,3) (373,3) 158
(373,3) (372,3) 321
(373,3) (374,3) 253
(374,3) (373,3) 434
(374,3) (375,3) 980
(375,3) (374,3) 318
(375,3) (376,3) 170
(376,3) (375,3) 141
(376,3) (377,3) 423
(377,3) (376,3) 687
(377,3) (378,3) 716
(378,3) (377,3) 133
(378,3) (379,3) 734
(379,3) (378,3) 555
(379,3) (380,3) 401
(380,3) (379,3) 755
(380,3) (381,3) 76
(381,3) (380,3) 549
(381,3) (382,3) 726
(382,3) (381,3) 889
(382,3) (383,3) 42
(383,3) (382,3) 623
(383,3) (384,3) 580
(384,3) (383,3) 764
(384,3) (385,3) 1000
(385,3) (384,3) 285
(385,3) (386,3) 327
(386,3) (385,3) 598
(386,3) (387,3) 54
(387,3) (386,3) 603
(387,3) (388,3) 273
(388,3) (387,3) 867
(388,3) (389,3) 129
(389,3) (388,3) 867
(389,3) (390,3) 660
(390,3) (389,3) 925
(390,3) (391,3) 442
(391,3) (390,3) 727
(391,3) (392,3) 788
(392,3) (391,3) 294
(392,3) (393,3) 504
(393,3) (392,3) 543
(393,3) (394,3) 594
(394,3) (393,3) 881
(394,3) (395,3) 821
(395,3) (394,3) 384
(395,3) (396,3) 597
(396,3) (395,3) 894
(396,3) (397,3) 942
(397,3) (396,3) 362
(397,3) (398,3) 986
(398,3) (397,3) 992
(398,3) (399,3) 84
(399,3) (398,3) 891
(399,3) (400,3) 933
(400,3) (399,3) 581
(400,3) (401,3) 936
(401,3) (400,3) 413
(401,3) (402,3) 992
(402,3) (401,3) 745
(402,3) (403,3) 828
(403,3) (402,3) 257
(403,3) (404,3) 736
(404,3) (403,3) 111
(404,3) (405,3) 100
(405,3) (404,3) 703
(405,3) (406,3) 191
(406,3) (405,3) 174
(406,3) (407,3) 851
(407,3) (406,3) 652
(407,3) (408,3) 163
(408,3) (407,3) 35
(408,3) (409,3) 513
(409,3) (408,3) 182
(409,3) (410,3) 790
(410,3) (409,3) 745
(410,3) (411,3) 362
(411,3) (410,3) 238
(411,3) (412,3) 247
(412,3) (411,3) 393
(412,3) (413,3) 50
(413,3) (412,3) 826
(413,3) (414,3) 461
(414,3) (413,3) 456
(414,3) (415,3) 869
(415,3) (414,3) 142
(415,3) (416,3) 620
(416,3) (415,3) 508
(416,3) (417,3) 379
(417,3) (416,3) 790
(417,3) (418,3) 160
(418,3) (417,3) 698
(418,3) (419,3) 800
(419,3) (418,3) 579
(419,3) (420,3) 62
(420,3) (419,3) 303
(420,3) (421,3) 50
(421,3) (420,3) 744
(421,3) (422,3) 58
(422,3) (421,3) 8
(422,3) (423,3) 555
(423,3) (422,3) 664
(423,3) (424,3) 171
(424,3) (423,3) 193
(424,3) (425,3) 487
(425,3) (424,3) 831
(425,3) (426,3) 67
(426,3) (425,3) 71
(426,3) (427,3) 655
(427,3) (426,3) 953
(427,3) (428,3) 11
(428,3) (427,3) 763
(428,3) (429,3) 995
(429,3) (428,3) 842
(429,3) (430,3) 99
(430,3) (429,3) 563
(430,3) (431,3) 959
(431,3) (430,3) 266
(431,3) (432,3) 574
(432,3) (431,3) 454
(432,3) (433,3) 484
(433,3) (432,3) 356
(433,3) (434,3) 252
(434,3) (433,3) 587
(434,3) (435,3) 383
(435,3) (434,3) 941
(435,3) (436,3) 377
(436,3) (435,3) 110
(436,3) (437,3) 879
(437,3) (436,3) 196
(437,3) (438,3) 546
(438,3) (437,3) 713
(438,3) (439,3) 264
(439,3) (438,3) 330
(439,3) (440,3) 648
(440,3) (439,3) 404
(440,3) (441,3) 844
(441,3) (440,3) 390
(441,3) (442,3) 486
(442,3) (441,3) 168
(442,3) (443,3) 545
(443,3) (442,3) 517
(443,3) (444,3) 917
(444,3) (443,3) 925
(444,3) (445,3) 894
(445,3) (444,3) 405
(445,3) (446,3) 494
(446,3) (445,3) 502
(446,3) (447,3) 167
(447,3) (446,3) 717
(447,3) (448,3) 151
(448,3) (447,3) 158
(448,3) (449,3) 560
(449,3) (448,3) 299
(449,3) (450,3) 399
(450,3) (449,3) 665
(450,3) (451,3) 261
(451,3) (450,3) 361
(451,3) (452,3) 619
(452,3) (451,3) 353
(452,3) (453,3) 40
(453,3) (452,3) 484
(453,3) (454,3) 811
(454,3) (453,3) 740
(454,3) (455,3) 340
(455,3) (454,3) 411
(455,3) (456,3) 223
(456,3) (455,3) 646
(456,3) (457,3) 279
(457,3) (456,3) 857
(457,3) (458,3) 10
(458,3) (457,3) 936
(458,3) (459,3) 268
(459,3) (458,3) 430
(459,3) (460,3) 225
(460,3) (459,3) 685
(460,3) (461,3) 790
(461,3) (460,3) 760
(461,3) (462,3) 837
(462,3) (461,3) 181
(462,3) (463,3) 392
(463,3) (462,3) 490
(463,3) (464,3) 619
(464,3) (463,3) 416
(464,3) (465,3) 625
(465,3) (464,3) 710
(465,3) (466,3) 621
(466,3) (465,3) 384
(466,3) (467,3) 750
(467,3) (466,3) 236
(467,3) (468,3) 490
(468,3) (467,3) 203
(468,3) (469,3) 416
(469,3) (468,3) 39
(469,3) (470,3) 720
(470,3) (469,3) 556
(470,3) (471,3) 364
(471,3) (470,3) 968
(471,3) (472,3) 322
(472,3) (471,3) 621
(472,3) (473,3) 921
(473,3) (472,3) 530
(473,3) (474,3) 596
(474,3) (473,3) 860
(474,3) (475,3) 132
(475,3) (474,3) 249
(475,3) (476,3) 443
(476,3) (475,3) 55
(476,3) (477,3) 95
(477,3) (476,3) 503
(477,3) (478,3) 618
(478,3) (477,3) 796
(478,3) (479,3) 176
(479,3) (478,3) 629
(479,3) (480,3) 15
(480,3) (479,3) 169
(480,3) (481,3) 405
(481,3) (480,3) 978
(481,3) (482,3) 875
(482,3) (481,3) 396
(482,3) (483,3) 958
(483,3) (482,3) 923
(483,3) (484,3) 457
(484,3) (483,3) 457
(484,3) (485,3) 835
(485,3) (484,3) 983
(485,3) (486,3) 118
(486,3) (485,3) 807
(486,3) (487,3) 652
(487,3) (486,3) 438
(487,3) (488,3) 278
(488,3) (487,3) 125
(488,3) (489,3) 487
(489,3) (488,3) 885
(489,3) (490,3) 936
(490,3) (489,3) 462
(490,3) (491,3) 204
(491,3) (490,3) 433
(491,3) (492,3) 487
(492,3) (491,3) 877
(492,3) (493,3) 589
(493,3) (492,3) 150
(493,3) (494,3) 977
(494,3) (493,3) 383
(494,3) (495,3) 825
(495,3) (494,3) 146
(495,3) (496,3) 669
(496,3) (495,3) 684
(496,3) (497,3) 152
(497,3) (496,3) 66
(497,3) (498,3) 485
(498,3) (497,3) 281
(498,3) (499,3) 104
(499,3) (498,3) 833
(499,3) (500,3) 947
(500,3) (499,3) 550
(1,4) (2,4) 717
(2,4) (1,4) 521
(2,4) (3,4) 776
(3,4) (2,4) 887
(3,4) (4,4) 392
(4,4) (3,4) 135
(4,4) (5,4) 847
(5,4) (4,4) 489
(5,4) (6,4) 718
(6,4) (5,4) 232
(6,4) (7,4) 161
(7,4) (6,4) 826
(7,4) (8,4) 185
(8,4) (7,4) 617
(8,4) (9,4) 529
(9,4) (8,4) 501
(9,4) (10,4) 805
(10,4) (9,4) 896
(10,4) (11,4) 703
(11,4) (10,4) 474
(11,4) (12,4) 776
(12,4) (11,4) 165
(12,4) (13,4) 866
(13,4) (12,4) 718
(13,4) (14,4) 788
(14,4) (13,4) 180
(14,4) (15,4) 446
(15,4) (14,4) 955
(15,4) (16,4) 937
(16,4) (15,4) 513
(16,4) (17,4) 422
(17,4) (16,4) 870
(17,4) (18,4) 299
(18,4) (17,4) 336
(18,4) (19,4) 363
(19,4) (18,4) 721
(19,4) (20,4) 35
(20,4) (19,4) 617
(20,4) (21,4) 530
(21,4) (20,4) 37
(21,4) (22,4) 794
(22,4) (21,4) 733
(22,4) (23,4) 259
(23,4) (22,4) 526
(23,4) (24,4) 823
(24,4) (23,4) 247
(24,4) (25,4) 766
(25,4) (24,4) 379
(25,4) (26,4) 729
(26,4) (25,4) 897
(26,4) (27,4) 48
(27,4) (26,4) 736
(27,4) (28,4) 473
(28,4) (27,4) 594
(28,4) (29,4) 299
(29,4) (28,4) 474
(29,4) (30,4) 591
(30,4) (29,4) 129
(30,4) (31,4) 947
(31,4) (30,4) 694
(31,4) (32,4) 237
(32,4) (31,4) 705
(32,4) (33,4) 461
(33,4) (32,4) 166
(33,4) (34,4) 512
(34,4) (33,4) 809
(34,4) (35,4) 914
(35,4) (34,4) 193
(35,4) (36,4) 10
(36,4) (35,4) 591
(36,4) (37,4) 657
(37,4) (36,4) 422
(37,4) (38,4) 621
(38,4) (37,4) 512
(38,4) (39,4) 859
(39,4) (38,4) 725
(39,4) (40,4) 34
(40,4) (39,4) 870
(40,4) (41,4) 856
(41,4) (40,4) 138
(41,4) (42,4) 24
(42,4) (41,4) 447
(42,4) (43,4) 719
(43,4) (42,4) 775
(43,4) (44,4) 720
(44,4) (43,4) 854
(44,4) (45,4) 114
(45,4) (44,4) 132
(45,4) (46,4) 836
(46,4) (45,4) 400
(46,4) (47,4) 520
(47,4) (46,4) 894
(47,4) (48,4) 728
(48,4) (47,4) 29
(48,4) (49,4) 83
(49,4) (48,4) 617
(49,4) (50,4) 864
(50,4) (49,4) 600
(50,4) (51,4) 450
(51,4) (50,4) 539
(51,4) (52,4) 393
(52,4) (51,4) 797
(52,4) (53,4) 578
(53,4) (52,4) 439
(53,4) (54,4) 525
(54,4) (53,4) 367
(54,4) (55,4) 501
(55,4) (54,4) 635
(55,4) (56,4) 102
(56,4) (55,4) 907
(56,4) (57,4) 876
(57,4) (56,4) 230
(57,4) (58,4) 19
(58,4) (57,4) 556
(58,4) (59,4) 632
(59,4) (58,4) 505
(59,4) (60,4) 664
(60,4) (59,4) 243
(60,4) (61,4) 580
(61,4) (60,4) 881
(61,4) (62,4) 39
(62,4) (61,4) 307
(62,4) (63,4) 111
(63,4) (62,4) 854
(63,4) (64,4) 837
(64,4) (63,4) 887
(64,4) (65,4) 902
(65,4) (64,4) 452
(65,4) (66,4) 144
(66,4) (65,4) 809
(66,4) (67,4) 558
(67,4) (66,4) 747
(67,4) (68,4) 140
(68,4) (67,4) 791
(68,4) (69,4) 663
(69,4) (68,4) 93
(69,4) (70,4) 565
(70,4) (69,4) 484
(70,4) (71,4) 260
(71,4) (70,4) 683
(71,4) (72,4) 286
(72,4) (71,4) 672
(72,4) (73,4) 774
(73,4) (72,4) 684
(73,4) (74,4) 640
(74,4) (73,4) 901
(74,4) (75,4) 137
(75,4) (74,4) 692
(75,4) (76,4) 606
(76,4) (75,4) 311
(76,4) (77,4) 6
(77,4) (76,4) 165
(77,4) (78,4) 813
(78,4) (77,4) 983
(78,4) (79,4) 31
(79,4) (78,4) 484
(79,4) (80,4) 497
(80,4) (79,4) 61
(80,4) (81,4) 689
(81,4) (80,4) 946
(81,4) (82,4) 419
(82,4) (81,4) 631
(82,4) (83,4) 883
(83,4) (82,4) 861
(83,4) (84,4) 687
(84,4) (83,4) 938
(84,4) (85,4) 302
(85,4) (84,4) 363
(85,4) (86,4) 961
(86,4) (85,4) 195
(86,4) (87,4) 637
(87,4) (86,4) 963
(87,4) (88,4) 159
(88,4) (87,4) 875
(88,4) (89,4) 155
(89,4) (88,4) 743
(89,4) (90,4) 586
(90,4) (89,4) 709
(90,4) (91,4) 699
(91,4) (90,4) 522
(91,4) (92,4) 678
(92,4) (91,4) 269
(92,4) (93,4) 498
(93,4) (92,4) 378
(93,4) (94,4) 313
(94,4) (93,4) 399
(94,4) (95,4) 866
(95,4) (94,4) 82
(95,4) (96,4) 48
(96,4) (95,4) 625
(96,4) (97,4) 536
(97,4) (96,4) 855
(97,4) (98,4) 213
(98,4) (97,4) 518
(98,4) (99,4) 5
(99,4) (98,4) 645
(99,4) (100,4) 405
(100,4) (99,4) 8
(100,4) (101,4) 881
(101,4) (100,4) 925
(101,4) (102,4) 390
(102,4) (101,4) 145
(102,4) (103,4) 91
(103,4) (102,4) 869
(103,4) (104,4) 701
(104,4) (103,4) 719
(104,4) (105,4) 917
(105,4) (104,4) 780
(105,4) (106,4) 197
(106,4) (105,4) 177
(106,4) (107,4) 716
(107,4) (106,4) 176
(107,4) (108,4) 348
(108,4) (107,4) 298
(108,4) (109,4) 630
(109,4) (108,4) 950
(109,4) (110,4) 543
(110,4) (109,4) 792
(110,4) (111,4) 332
(111,4) (110,4) 157
(111,4) (112,4) 646
(112,4) (111,4) 41
(112,4) (113,4) 671
(113,4) (112,4) 568
(113,4) (114,4) 274
(114,4) (113,4) 668
(114,4) (115,4) 687
(115,4) (114,4) 558
(115,4) (116,4) 131
(116,4) (115,4) 103
(116,4) (117,4) 942
(117,4) (116,4) 352
(117,4) (118,4) 143
(118,4) (117,4) 842
(118,4) (119,4) 418
(119,4) (118,4) 22
(119,4) (120,4) 532
(120,4) (119,4) 831
(120,4) (121,4) 818
(121,4) (120,4) 150
(121,4) (122,4) 638
(122,4) (121,4) 13
(122,4) (123,4) 80
(123,4) (122,4) 490
(123,4) (124,4) 259
(124,4) (123,4) 8
(124,4) (125,4) 237
(125,4) (124,4) 53
(125,4) (126,4) 716
(126,4) (125,4) 550
(126,4) (127,4) 930
(127,4) (126,4) 450
(127,4) (128,4) 351
(128,4) (127,4) 328
(128,4) (129,4) 626
(129,4) (128,4) 464
(129,4) (130,4) 759
(130,4) (129,4) 363
(130,4) (131,4) 981
(131,4) (130,4) 574
(131,4) (132,4) 197
(132,4) (131,4) 10
(132,4) (133,4) 375
(133,4) (132,4) 727
(133,4) (134,4) 456
(134,4) (133,4) 978
(134,4) (135,4) 552
(135,4) (134,4) 138
(135,4) (136,4) 31
(136,4) (135,4) 154
(136,4) (137,4) 884
(137,4) (136,4) 506
(137,4) (138,4) 703
(138,4) (137,4) 156
(138,4) (139,4) 34
(139,4) (138,4) 668
(139,4) (140,4) 377
(140,4) (139,4) 388
(140,4) (141,4) 178
(141,4) (140,4) 50
(141,4) (142,4) 467
(142,4) (141,4) 909
(142,4) (143,4) 48
(143,4) (142,4) 211
(143,4) (144,4) 382
(144,4) (143,4) 466
(144,4) (145,4) 301
(145,4) (144,4) 996
(145,4) (146,4) 935
(146,4) (145,4) 704
(146,4) (147,4) 68
(147,4) (146,4) 471
(147,4) (148,4) 775
(148,4) (147,4) 237
(148,4) (149,4) 794
(149,4) (148,4) 503
(149,4) (150,4) 997
(150,4) (149,4) 372
(150,4) (151,4) 958
(151,4) (150,4) 477
(151,4) (152,4) 820
(152,4) (151,4) 537
(152,4) (153,4) 753
(153,4) (152,4) 162
(153,4) (154,4) 191
(154,4) (153,4) 91
(154,4) (155,4) 567
(155,4) (154,4) 682
(155,4) (156,4) 280
(156,4) (155,4) 907
(156,4) (157,4) 771
(157,4) (156,4) 985
(157,4) (158,4) 312
(158,4) (157,4) 872
(158,4) (159,4) 113
(159,4) (158,4) 877
(159,4) (160,4) 520
(160,4) (159,4) 12
(160,4) (161,4) 140
(161,4) (160,4) 439
(161,4) (162,4) 726
(162,4) (161,4) 782
(162,4) (163,4) 528
(163,4) (162,4) 623
(163,4) (164,4) 244
(164,4) (163,4) 300
(164,4) (165,4) 297
(165,4) (164,4) 307
(165,4) (166,4) 931
(166,4) (165,4) 149
(166,4) (167,4) 115
(167,4) (166,4) 835
(167,4) (168,4) 13
(168,4) (167,4) 417
(168,4) (169,4) 971
(169,4) (168,4) 221
(169,4) (170,4) 463
(170,4) (169,4) 686
(170,4) (171,4) 498
(171,4) (170,4) 776
(171,4) (172,4) 469
(172,4) (171,4) 856
(172,4) (173,4) 586
(173,4) (172,4) 343
(173,4) (174,4) 831
(174,4) (173,4) 123
(174,4) (175,4) 841
(175,4) (174,4) 236
(175,4) (176,4) 729
(176,4) (175,4) 568
(176,4) (177,4) 851
(177,4) (176,4) 198
(177,4) (178,4) 833
(178,4) (177,4) 298
(178,4) (179,4) 644
(179,4) (178,4) 552
(179,4) (180,4) 113
(180,4) (179,4) 572
(180,4) (181,4) 410
(181,4) (180,4) 287
(181,4) (182,4) 29
(182,4) (181,4) 777
(182,4) (183,4) 577
(183,4) (182,4) 928
(183,4) (184,4) 190
(184,4) (183,4) 847
(184,4) (185,4) 760
(185,4) (184,4) 388
(185,4) (186,4) 357
(186,4) (185,4) 752
(186,4) (187,4) 568
(187,4) (186,4) 306
(187,4) (188,4) 483
(188,4) (187,4) 391
(188,4) (189,4) 37
(189,4) (188,4) 367
(189,4) (190,4) 221
(190,4) (189,4) 276
(190,4) (191,4) 589
(191,4) (190,4) 972
(191,4) (192,4) 573
(192,4) (191,4) 252
(192,4) (193,4) 478
(193,4) (192,4) 595
(193,4) (194,4) 507
(194,4) (193,4) 976
(194,4) (195,4) 676
(195,4) (194,4) 927
(195,4) (196,4) 202
(196,4) (195,4) 975
(196,4) (197,4) 360
(197,4) (196,4) 576
(197,4) (198,4) 823
(198,4) (197,4) 339
(198,4) (199,4) 772
(199,4) (198,4) 208
(199,4) (200,4) 437
(200,4) (199,4) 541
(200,4) (201,4) 682
(201,4) (200,4) 261
(201,4) (202,4) 932
(202,4) (201,4) 894
(202,4) (203,4) 53
(203,4) (202,4) 979
(203,4) (204,4) 184
(204,4) (203,4) 572
(204,4) (205,4) 511
(205,4) (204,4) 485
(205,4) (206,4) 389
(206,4) (205,4) 701
(206,4) (207,4) 745
(207,4) (206,4) 480
(207,4) (208,4) 447
(208,4) (207,4) 362
(208,4) (209,4) 777
(209,4) (208,4) 461
(209,4) (210,4) 328
(210,4) (209,4) 11
(210,4) (211,4) 685
(211,4) (210,4) 384
(211,4) (212,4) 195
(212,4) (211,4) 819
(212,4) (213,4) 879
(213,4) (212,4) 473
(213,4) (214,4) 806
(214,4) (213,4) 432
(214,4) (215,4) 449
(215,4) (214,4) 15
(215,4) (216,4) 852
(216,4) (215,4) 345
(216,4) (217,4) 55
(217,4) (216,4) 12
(217,4) (218,4) 840
(218,4) (217,4) 948
(218,4) (219,4) 787
(219,4) (218,4) 489
(219,4) (220,4) 566
(220,4) (219,4) 987
(220,4) (221,4) 292
(221,4) (220,4) 646
(221,4) (222,4) 715
(222,4) (221,4) 106
(222,4) (223,4) 984
(223,4) (222,4) 6
(223,4) (224,4) 253
(224,4) (223,4) 160
(224,4) (225,4) 1000
(225,4) (224,4) 901
(225,4) (226,4) 452
(226,4) (225,4) 24
(226,4) (227,4) 155
(227,4) (226,4) 247
(227,4) (228,4) 48
(228,4) (227,4) 195
(228,4) (229,4) 754
(229,4) (228,4) 103
(229,4) (230,4) 796
(230,4) (229,4) 123
(230,4) (231,4) 491
(231,4) (230,4) 384
(231,4) (232,4) 25
(232,4) (231,4) 62
(232,4) (233,4) 986
(233,4) (232,4) 12
(233,4) (234,4) 261
(234,4) (233,4) 77
(234,4) (235,4) 665
(235,4) (234,4) 190
(235,4) (236,4) 626
(236,4) (235,4) 952
(236,4) (237,4) 791
(237,4) (236,4) 926
(237,4) (238,4) 299
(238,4) (237,4) 697
(238,4) (239,4) 399
(239,4) (238,4) 513
(239,4) (240,4) 401
(240,4) (239,4) 793
(240,4) (241,4) 463
(241,4) (240,4) 873
(241,4) (242,4) 564
(242,4) (241,4) 395
(242,4) (243,4) 929
(243,4) (242,4) 504
(243,4) (244,4) 764
(244,4) (243,4) 627
(244,4) (245,4) 143
(245,4) (244,4) 605
(245,4) (246,4) 584
(246,4) (245,4) 761
(246,4) (247,4) 335
(247,4) (246,4) 617
(247,4) (248,4) 29
(248,4) (247,4) 240
(248,4) (249,4) 854
(249,4) (248,4) 793
(249,4) (250,4) 808
(250,4) (249,4) 926
(250,4) (251,4) 297
(251,4) (250,4) 120
(251,4) (252,4) 392
(252,4) (251,4) 664
(252,4) (253,4) 158
(253,4) (252,4) 527
