s (1,1) 270
(834,4) (835,4) 878
(835,4) (834,4) 234
(835,4) (836,4) 184
(836,4) (835,4) 895
(836,4) (837,4) 67
(837,4) (836,4) 9
(837,4) (838,4) 387
(838,4) (837,4) 833
(838,4) (839,4) 152
(839,4) (838,4) 755
(839,4) (840,4) 166
(840,4) (839,4) 38
(840,4) (841,4) 789
(841,4) (840,4) 295
(841,4) (842,4) 407
(842,4) (841,4) 232
(842,4) (843,4) 671
(843,4) (842,4) 660
(843,4) (844,4) 190
(844,4) (843,4) 549
(844,4) (845,4) 142
(845,4) (844,4) 600
(845,4) (846,4) 480
(846,4) (845,4) 602
(846,4) (847,4) 858
(847,4) (846,4) 329
(847,4) (848,4) 169
(848,4) (847,4) 987
(848,4) (849,4) 886
(849,4) (848,4) 591
(849,4) (850,4) 654
(850,4) (849,4) 57
(850,4) (851,4) 359
(851,4) (850,4) 45
(851,4) (852,4) 160
(852,4) (851,4) 576
(852,4) (853,4) 326
(853,4) (852,4) 986
(853,4) (854,4) 437
(854,4) (853,4) 500
(854,4) (855,4) 809
(855,4) (854,4) 672
(855,4) (856,4) 712
(856,4) (855,4) 80
(856,4) (857,4) 120
(857,4) (856,4) 865
(857,4) (858,4) 553
(858,4) (857,4) 706
(858,4) (859,4) 730
(859,4) (858,4) 568
(859,4) (860,4) 111
(860,4) (859,4) 166
(860,4) (861,4) 376
(861,4) (860,4) 563
(861,4) (862,4) 657
(862,4) (861,4) 462
(862,4) (863,4) 857
(863,4) (862,4) 507
(863,4) (864,4) 340
(864,4) (863,4) 907
(864,4) (865,4) 269
(865,4) (864,4) 157
(865,4) (866,4) 470
(866,4) (865,4) 602
(866,4) (867,4) 614
(867,4) (866,4) 97
(867,4) (868,4) 322
(868,4) (867,4) 94
(868,4) (869,4) 904
(869,4) (868,4) 236
(869,4) (870,4) 941
(870,4) (869,4) 21
(870,4) (871,4) 881
(871,4) (870,4) 236
(871,4) (872,4) 517
(872,4) (871,4) 130
(872,4) (873,4) 810
(873,4) (872,4) 351
(873,4) (874,4) 745
(874,4) (873,4) 271
(874,4) (875,4) 334
(875,4) (874,4) 360
(875,4) (876,4) 90
(876,4) (875,4) 293
(876,4) (877,4) 434
(877,4) (876,4) 248
(877,4) (878,4) 777
(878,4) (877,4) 154
(878,4) (879,4) 618
(879,4) (878,4) 189
(879,4) (880,4) 67
(880,4) (879,4) 85
(880,4) (881,4) 349
(881,4) (880,4) 817
(881,4) (882,4) 175
(882,4) (881,4) 848
(882,4) (883,4) 918
(883,4) (882,4) 194
(883,4) (884,4) 105
(884,4) (883,4) 114
(884,4) (885,4) 652
(885,4) (884,4) 65
(885,4) (886,4) 142
(886,4) (885,4) 577
(886,4) (887,4) 451
(887,4) (886,4) 769
(887,4) (888,4) 583
(888,4) (887,4) 761
(888,4) (889,4) 441
(889,4) (888,4) 183
(889,4) (890,4) 939
(890,4) (889,4) 339
(890,4) (891,4) 101
(891,4) (890,4) 288
(891,4) (892,4) 757
(892,4) (891,4) 845
(892,4) (893,4) 601
(893,4) (892,4) 19
(893,4) (894,4) 245
(894,4) (893,4) 754
(894,4) (895,4) 440
(895,4) (894,4) 819
(895,4) (896,4) 754
(896,4) (895,4) 870
(896,4) (897,4) 82
(897,4) (896,4) 89
(897,4) (898,4) 893
(898,4) (897,4) 751
(898,4) (899,4) 893
(899,4) (898,4) 781
(899,4) (900,4) 673
(900,4) (899,4) 875
(900,4) (901,4) 358
(901,4) (900,4) 710
(901,4) (902,4) 350
(902,4) (901,4) 843
(902,4) (903,4) 741
(903,4) (902,4) 502
(903,4) (904,4) 108
(904,4) (903,4) 57
(904,4) (905,4) 318
(905,4) (904,4) 395
(905,4) (906,4) 13
(906,4) (905,4) 659
(906,4) (907,4) 844
(907,4) (906,4) 131
(907,4) (908,4) 572
(908,4) (907,4) 51
(908,4) (909,4) 592
(909,4) (908,4) 519
(909,4) (910,4) 881
(910,4) (909,4) 954
(910,4) (911,4) 679
(911,4) (910,4) 154
(911,4) (912,4) 46
(912,4) (911,4) 849
(912,4) (913,4) 881
(913,4) (912,4) 271
(913,4) (914,4) 348
(914,4) (913,4) 100
(914,4) (915,4) 342
(915,4) (914,4) 717
(915,4) (916,4) 998
(916,4) (915,4) 163
(916,4) (917,4) 875
(917,4) (916,4) 912
(917,4) (918,4) 655
(918,4) (917,4) 830
(918,4) (919,4) 986
(919,4) (918,4) 868
(919,4) (920,4) 16
(920,4) (919,4) 93
(920,4) (921,4) 848
(921,4) (920,4) 760
(921,4) (922,4) 473
(922,4) (921,4) 425
(922,4) (923,4) 431
(923,4) (922,4) 189
(923,4) (924,4) 785
(924,4) (923,4) 299
(924,4) (925,4) 340
(925,4) (924,4) 802
(925,4) (926,4) 769
(926,4) (925,4) 382
(926,4) (927,4) 555
(927,4) (926,4) 422
(927,4) (928,4) 194
(928,4) (927,4) 363
(928,4) (929,4) 62
(929,4) (928,4) 248
(929,4) (930,4) 711
(930,4) (929,4) 626
(930,4) (931,4) 373
(931,4) (930,4) 806
(931,4) (932,4) 621
(932,4) (931,4) 127
(932,4) (933,4) 607
(933,4) (932,4) 465
(933,4) (934,4) 958
(934,4) (933,4) 841
(934,4) (935,4) 278
(935,4) (934,4) 273
(935,4) (936,4) 261
(936,4) (935,4) 338
(936,4) (937,4) 993
(937,4) (936,4) 130
(937,4) (938,4) 381
(938,4) (937,4) 139
(938,4) (939,4) 490
(939,4) (938,4) 163
(939,4) (940,4) 754
(940,4) (939,4) 72
(940,4) (941,4) 160
(941,4) (940,4) 598
(941,4) (942,4) 600
(942,4) (941,4) 3
(942,4) (943,4) 776
(943,4) (942,4) 185
(943,4) (944,4) 770
(944,4) (943,4) 552
(944,4) (945,4) 612
(945,4) (944,4) 881
(945,4) (946,4) 531
(946,4) (945,4) 588
(946,4) (947,4) 69
(947,4) (946,4) 29
(947,4) (948,4) 209
(948,4) (947,4) 507
(948,4) (949,4) 165
(949,4) (948,4) 478
(949,4) (950,4) 327
(950,4) (949,4) 181
(950,4) (951,4) 77
(951,4) (950,4) 465
(951,4) (952,4) 225
(952,4) (951,4) 348
(952,4) (953,4) 141
(953,4) (952,4) 861
(953,4) (954,4) 314
(954,4) (953,4) 268
(954,4) (955,4) 522
(955,4) (954,4) 888
(955,4) (956,4) 314
(956,4) (955,4) 335
(956,4) (957,4) 889
(957,4) (956,4) 769
(957,4) (958,4) 692
(958,4) (957,4) 364
(958,4) (959,4) 506
(959,4) (958,4) 753
(959,4) (960,4) 419
(960,4) (959,4) 259
(960,4) (961,4) 72
(961,4) (960,4) 276
(961,4) (962,4) 660
(962,4) (961,4) 968
(962,4) (963,4) 740
(963,4) (962,4) 877
(963,4) (964,4) 614
(964,4) (963,4) 506
(964,4) (965,4) 145
(965,4) (964,4) 955
(965,4) (966,4) 590
(966,4) (965,4) 167
(966,4) (967,4) 443
(967,4) (966,4) 830
(967,4) (968,4) 519
(968,4) (967,4) 846
(968,4) (969,4) 713
(969,4) (968,4) 157
(969,4) (970,4) 255
(970,4) (969,4) 472
(970,4) (971,4) 73
(971,4) (970,4) 88
(971,4) (972,4) 565
(972,4) (971,4) 355
(972,4) (973,4) 570
(973,4) (972,4) 949
(973,4) (974,4) 903
(974,4) (973,4) 701
(974,4) (975,4) 261
(975,4) (974,4) 586
(975,4) (976,4) 304
(976,4) (975,4) 234
(976,4) (977,4) 621
(977,4) (976,4) 653
(977,4) (978,4) 133
(978,4) (977,4) 721
(978,4) (979,4) 13
(979,4) (978,4) 803
(979,4) (980,4) 136
(980,4) (979,4) 497
(980,4) (981,4) 720
(981,4) (980,4) 955
(981,4) (982,4) 982
(982,4) (981,4) 188
(982,4) (983,4) 700
(983,4) (982,4) 623
(983,4) (984,4) 588
(984,4) (983,4) 341
(984,4) (985,4) 576
(985,4) (984,4) 254
(985,4) (986,4) 567
(986,4) (985,4) 115
(986,4) (987,4) 693
(987,4) (986,4) 800
(987,4) (988,4) 720
(988,4) (987,4) 274
(988,4) (989,4) 296
(989,4) (988,4) 96
(989,4) (990,4) 582
(990,4) (989,4) 818
(990,4) (991,4) 741
(991,4) (990,4) 191
(991,4) (992,4) 245
(992,4) (991,4) 886
(992,4) (993,4) 927
(993,4) (992,4) 202
(993,4) (994,4) 884
(994,4) (993,4) 460
(994,4) (995,4) 268
(995,4) (994,4) 898
(995,4) (996,4) 116
(996,4) (995,4) 788
(996,4) (997,4) 54
(997,4) (996,4) 156
(997,4) (998,4) 549
(998,4) (997,4) 286
(998,4) (999,4) 596
(999,4) (998,4) 789
(999,4) (1000,4) 315
(1000,4) (999,4) 124
(1,5) (2,5) 151
(2,5) (1,5) 412
(2,5) (3,5) 245
(3,5) (2,5) 393
(3,5) (4,5) 56
(4,5) (3,5) 756
(4,5) (5,5) 302
(5,5) (4,5) 462
(5,5) (6,5) 7
(6,5) (5,5) 804
(6,5) (7,5) 60
(7,5) (6,5) 303
(7,5) (8,5) 590
(8,5) (7,5) 188
(8,5) (9,5) 86
(9,5) (8,5) 774
(9,5) (10,5) 964
(10,5) (9,5) 822
(10,5) (11,5) 51
(11,5) (10,5) 731
(11,5) (12,5) 565
(12,5) (11,5) 263
(12,5) (13,5) 789
(13,5) (12,5) 798
(13,5) (14,5) 422
(14,5) (13,5) 913
(14,5) (15,5) 485
(15,5) (14,5) 35
(15,5) (16,5) 711
(16,5) (15,5) 270
(16,5) (17,5) 592
(17,5) (16,5) 329
(17,5) (18,5) 970
(18,5) (17,5) 747
(18,5) (19,5) 214
(19,5) (18,5) 807
(19,5) (20,5) 335
(20,5) (19,5) 494
(20,5) (21,5) 59
(21,5) (20,5) 923
(21,5) (22,5) 34
(22,5) (21,5) 878
(22,5) (23,5) 823
(23,5) (22,5) 113
(23,5) (24,5) 796
(24,5) (23,5) 102
(24,5) (25,5) 920
(25,5) (24,5) 676
(25,5) (26,5) 821
(26,5) (25,5) 453
(26,5) (27,5) 535
(27,5) (26,5) 836
(27,5) (28,5) 148
(28,5) (27,5) 845
(28,5) (29,5) 880
(29,5) (28,5) 484
(29,5) (30,5) 509
(30,5) (29,5) 149
(30,5) (31,5) 586
(31,5) (30,5) 646
(31,5) (32,5) 417
(32,5) (31,5) 86
(32,5) (33,5) 727
(33,5) (32,5) 382
(33,5) (34,5) 628
(34,5) (33,5) 278
(34,5) (35,5) 422
(35,5) (34,5) 136
(35,5) (36,5) 167
(36,5) (35,5) 676
(36,5) (37,5) 692
(37,5) (36,5) 302
(37,5) (38,5) 717
(38,5) (37,5) 98
(38,5) (39,5) 873
(39,5) (38,5) 474
(39,5) (40,5) 667
(40,5) (39,5) 208
(40,5) (41,5) 894
(41,5) (40,5) 117
(41,5) (42,5) 257
(42,5) (41,5) 586
(42,5) (43,5) 852
(43,5) (42,5) 833
(43,5) (44,5) 445
(44,5) (43,5) 800
(44,5) (45,5) 47
(45,5) (44,5) 225
(45,5) (46,5) 518
(46,5) (45,5) 510
(46,5) (47,5) 754
(47,5) (46,5) 187
(47,5) (48,5) 566
(48,5) (47,5) 519
(48,5) (49,5) 868
(49,5) (48,5) 39
(49,5) (50,5) 545
(50,5) (49,5) 115
(50,5) (51,5) 617
(51,5) (50,5) 519
(51,5) (52,5) 730
(52,5) (51,5) 122
(52,5) (53,5) 883
(53,5) (52,5) 411
(53,5) (54,5) 413
(54,5) (53,5) 812
(54,5) (55,5) 535
(55,5) (54,5) 936
(55,5) (56,5) 391
(56,5) (55,5) 686
(56,5) (57,5) 652
(57,5) (56,5) 780
(57,5) (58,5) 713
(58,5) (57,5) 587
(58,5) (59,5) 765
(59,5) (58,5) 736
(59,5) (60,5) 220
(60,5) (59,5) 605
(60,5) (61,5) 424
(61,5) (60,5) 18
(61,5) (62,5) 110
(62,5) (61,5) 798
(62,5) (63,5) 79
(63,5) (62,5) 855
(63,5) (64,5) 194
(64,5) (63,5) 168
(64,5) (65,5) 676
(65,5) (64,5) 929
(65,5) (66,5) 414
(66,5) (65,5) 852
(66,5) (67,5) 402
(67,5) (66,5) 690
(67,5) (68,5) 318
(68,5) (67,5) 219
(68,5) (69,5) 390
(69,5) (68,5) 422
(69,5) (70,5) 54
(70,5) (69,5) 319
(70,5) (71,5) 44
(71,5) (70,5) 622
(71,5) (72,5) 692
(72,5) (71,5) 901
(72,5) (73,5) 286
(73,5) (72,5) 702
(73,5) (74,5) 60
(74,5) (73,5) 378
(74,5) (75,5) 336
(75,5) (74,5) 596
(75,5) (76,5) 237
(76,5) (75,5) 927
(76,5) (77,5) 6
(77,5) (76,5) 611
(77,5) (78,5) 985
(78,5) (77,5) 754
(78,5) (79,5) 454
(79,5) (78,5) 956
(79,5) (80,5) 953
(80,5) (79,5) 546
(80,5) (81,5) 490
(81,5) (80,5) 392
(81,5) (82,5) 511
(82,5) (81,5) 407
(82,5) (83,5) 270
(83,5) (82,5) 717
(83,5) (84,5) 13
(84,5) (83,5) 891
(84,5) (85,5) 897
(85,5) (84,5) 42
(85,5) (86,5) 27
(86,5) (85,5) 321
(86,5) (87,5) 870
(87,5) (86,5) 264
(87,5) (88,5) 142
(88,5) (87,5) 561
(88,5) (89,5) 401
(89,5) (88,5) 79
(89,5) (90,5) 524
(90,5) (89,5) 124
(90,5) (91,5) 743
(91,5) (90,5) 890
(91,5) (92,5) 188
(92,5) (91,5) 434
(92,5) (93,5) 134
(93,5) (92,5) 872
(93,5) (94,5) 513
(94,5) (93,5) 46
(94,5) (95,5) 763
(95,5) (94,5) 288
(95,5) (96,5) 504
(96,5) (95,5) 507
(96,5) (97,5) 619
(97,5) (96,5) 56
(97,5) (98,5) 231
(98,5) (97,5) 174
(98,5) (99,5) 377
(99,5) (98,5) 970
(99,5) (100,5) 677
(100,5) (99,5) 935
(100,5) (101,5) 870
(101,5) (100,5) 428
(101,5) (102,5) 201
(102,5) (101,5) 325
(102,5) (103,5) 879
(103,5) (102,5) 922
(103,5) (104,5) 90
(104,5) (103,5) 188
(104,5) (105,5) 800
(105,5) (104,5) 738
(105,5) (106,5) 397
(106,5) (105,5) 318
(106,5) (107,5) 6
(107,5) (106,5) 220
(107,5) (108,5) 597
(108,5) (107,5) 827
(108,5) (109,5) 827
(109,5) (108,5) 580
(109,5) (110,5) 501
(110,5) (109,5) 134
(110,5) (111,5) 482
(111,5) (110,5) 517
(111,5) (112,5) 337
(112,5) (111,5) 271
(112,5) (113,5) 362
(113,5) (112,5) 948
(113,5) (114,5) 603
(114,5) (113,5) 454
(114,5) (115,5) 479
(115,5) (114,5) 534
(115,5) (116,5) 465
(116,5) (115,5) 26
(116,5) (117,5) 243
(117,5) (116,5) 7
(117,5) (118,5) 99
(118,5) (117,5) 654
(118,5) (119,5) 996
(119,5) (118,5) 776
(119,5) (120,5) 538
(120,5) (119,5) 773
(120,5) (121,5) 936
(121,5) (120,5) 620
(121,5) (122,5) 756
(122,5) (121,5) 818
(122,5) (123,5) 819
(123,5) (122,5) 839
(123,5) (124,5) 820
(124,5) (123,5) 862
(124,5) (125,5) 209
(125,5) (124,5) 44
(125,5) (126,5) 751
(126,5) (125,5) 942
(126,5) (127,5) 31
(127,5) (126,5) 89
(127,5) (128,5) 617
(128,5) (127,5) 616
(128,5) (129,5) 99
(129,5) (128,5) 993
(129,5) (130,5) 726
(130,5) (129,5) 19
(130,5) (131,5) 132
(131,5) (130,5) 190
(131,5) (132,5) 172
(132,5) (131,5) 337
(132,5) (133,5) 683
(133,5) (132,5) 928
(133,5) (134,5) 741
(134,5) (133,5) 418
(134,5) (135,5) 481
(135,5) (134,5) 775
(135,5) (136,5) 883
(136,5) (135,5) 541
(136,5) (137,5) 163
(137,5) (136,5) 345
(137,5) (138,5) 372
(138,5) (137,5) 173
(138,5) (139,5) 697
(139,5) (138,5) 432
(139,5) (140,5) 429
(140,5) (139,5) 134
(140,5) (141,5) 844
(141,5) (140,5) 771
(141,5) (142,5) 875
(142,5) (141,5) 218
(142,5) (143,5) 421
(143,5) (142,5) 711
(143,5) (144,5) 229
(144,5) (143,5) 821
(144,5) (145,5) 634
(145,5) (144,5) 506
(145,5) (146,5) 372
(146,5) (145,5) 593
(146,5) (147,5) 235
(147,5) (146,5) 909
(147,5) (148,5) 708
(148,5) (147,5) 471
(148,5) (149,5) 339
(149,5) (148,5) 363
(149,5) (150,5) 989
(150,5) (149,5) 187
(150,5) (151,5) 218
(151,5) (150,5) 185
(151,5) (152,5) 474
(152,5) (151,5) 858
(152,5) (153,5) 743
(153,5) (152,5) 324
(153,5) (154,5) 866
(154,5) (153,5) 243
(154,5) (155,5) 483
(155,5) (154,5) 362
(155,5) (156,5) 989
(156,5) (155,5) 967
(156,5) (157,5) 345
(157,5) (156,5) 798
(157,5) (158,5) 926
(158,5) (157,5) 294
(158,5) (159,5) 305
(159,5) (158,5) 844
(159,5) (160,5) 119
(160,5) (159,5) 735
(160,5) (161,5) 675
(161,5) (160,5) 556
(161,5) (162,5) 331
(162,5) (161,5) 364
(162,5) (163,5) 841
(163,5) (162,5) 150
(163,5) (164,5) 740
(164,5) (163,5) 528
(164,5) (165,5) 934
(165,5) (164,5) 547
(165,5) (166,5) 676
(166,5) (165,5) 582
(166,5) (167,5) 922
(167,5) (166,5) 764
(167,5) (168,5) 97
(168,5) (167,5) 135
(168,5) (169,5) 663
(169,5) (168,5) 946
(169,5) (170,5) 642
(170,5) (169,5) 231
(170,5) (171,5) 510
(171,5) (170,5) 593
(171,5) (172,5) 566
(172,5) (171,5) 597
(172,5) (173,5) 2
(173,5) (172,5) 257
(173,5) (174,5) 252
(174,5) (173,5) 942
(174,5) (175,5) 375
(175,5) (174,5) 586
(175,5) (176,5) 444
(176,5) (175,5) 388
(176,5) (177,5) 91
(177,5) (176,5) 787
(177,5) (178,5) 852
(178,5) (177,5) 464
(178,5) (179,5) 770
(179,5) (178,5) 319
(179,5) (180,5) 120
(180,5) (179,5) 913
(180,5) (181,5) 336
(181,5) (180,5) 270
(181,5) (182,5) 777
(182,5) (181,5) 455
(182,5) (183,5) 598
(183,5) (182,5) 827
(183,5) (184,5) 109
(184,5) (183,5) 329
(184,5) (185,5) 672
(185,5) (184,5) 79
(185,5) (186,5) 7
(186,5) (185,5) 303
(186,5) (187,5) 238
(187,5) (186,5) 257
(187,5) (188,5) 693
(188,5) (187,5) 221
(188,5) (189,5) 102
(189,5) (188,5) 768
(189,5) (190,5) 360
(190,5) (189,5) 517
(190,5) (191,5) 162
(191,5) (190,5) 807
(191,5) (192,5) 785
(192,5) (191,5) 80
(192,5) (193,5) 301
(193,5) (192,5) 699
(193,5) (194,5) 734
(194,5) (193,5) 592
(194,5) (195,5) 321
(195,5) (194,5) 260
(195,5) (196,5) 187
(196,5) (195,5) 973
(196,5) (197,5) 13
(197,5) (196,5) 445
(197,5) (198,5) 646
(198,5) (197,5) 442
(198,5) (199,5) 674
(199,5) (198,5) 882
(199,5) (200,5) 547
(200,5) (199,5) 155
(200,5) (201,5) 188
(201,5) (200,5) 702
(201,5) (202,5) 726
(202,5) (201,5) 30
(202,5) (203,5) 438
(203,5) (202,5) 766
(203,5) (204,5) 358
(204,5) (203,5) 747
(204,5) (205,5) 734
(205,5) (204,5) 182
(205,5) (206,5) 6
(206,5) (205,5) 497
(206,5) (207,5) 488
(207,5) (206,5) 317
(207,5) (208,5) 848
(208,5) (207,5) 110
(208,5) (209,5) 982
(209,5) (208,5) 799
(209,5) (210,5) 75
(210,5) (209,5) 794
(210,5) (211,5) 260
(211,5) (210,5) 263
(211,5) (212,5) 499
(212,5) (211,5) 665
(212,5) (213,5) 73
(213,5) (212,5) 143
(213,5) (214,5) 943
(214,5) (213,5) 819
(214,5) (215,5) 738
(215,5) (214,5) 166
(215,5) (216,5) 821
(216,5) (215,5) 666
(216,5) (217,5) 313
(217,5) (216,5) 268
(217,5) (218,5) 922
(218,5) (217,5) 943
(218,5) (219,5) 731
(219,5) (218,5) 349
(219,5) (220,5) 630
(220,5) (219,5) 186
(220,5) (221,5) 56
(221,5) (220,5) 575
(221,5) (222,5) 403
(222,5) (221,5) 228
(222,5) (223,5) 363
(223,5) (222,5) 754
(223,5) (224,5) 319
(224,5) (223,5) 242
(224,5) (225,5) 720
(225,5) (224,5) 508
(225,5) (226,5) 799
(226,5) (225,5) 432
(226,5) (227,5) 541
(227,5) (226,5) 174
(227,5) (228,5) 83
(228,5) (227,5) 304
(228,5) (229,5) 545
(229,5) (228,5) 694
(229,5) (230,5) 233
(230,5) (229,5) 614
(230,5) (231,5) 546
(231,5) (230,5) 257
(231,5) (232,5) 881
(232,5) (231,5) 825
(232,5) (233,5) 827
(233,5) (232,5) 21
(233,5) (234,5) 247
(234,5) (233,5) 104
(234,5) (235,5) 666
(235,5) (234,5) 1000
(235,5) (236,5) 591
(236,5) (235,5) 678
(236,5) (237,5) 159
(237,5) (236,5) 353
(237,5) (238,5) 779
(238,5) (237,5) 443
(238,5) (239,5) 192
(239,5) (238,5) 985
(239,5) (240,5) 600
(240,5) (239,5) 505
(240,5) (241,5) 225
(241,5) (240,5) 285
(241,5) (242,5) 911
(242,5) (241,5) 672
(242,5) (243,5) 201
(243,5) (242,5) 355
(243,5) (244,5) 767
(244,5) (243,5) 918
(244,5) (245,5) 480
(245,5) (244,5) 959
(245,5) (246,5) 367
(246,5) (245,5) 375
(246,5) (247,5) 981
(247,5) (246,5) 617
(247,5) (248,5) 585
(248,5) (247,5) 572
(248,5) (249,5) 468
(249,5) (248,5) 156
(249,5) (250,5) 162
(250,5) (249,5) 531
(250,5) (251,5) 924
(251,5) (250,5) 45
(251,5) (252,5) 391
(252,5) (251,5) 579
(252,5) (253,5) 159
(253,5) (252,5) 302
(253,5) (254,5) 929
(254,5) (253,5) 507
(254,5) (255,5) 666
(255,5) (254,5) 38
(255,5) (256,5) 409
(256,5) (255,5) 670
(256,5) (257,5) 780
(257,5) (256,5) 399
(257,5) (258,5) 214
(258,5) (257,5) 100
(258,5) (259,5) 804
(259,5) (258,5) 348
(259,5) (260,5) 91
(260,5) (259,5) 96
(260,5) (261,5) 651
(261,5) (260,5) 325
(261,5) (262,5) 606
(262,5) (261,5) 545
(262,5) (263,5) 992
(263,5) (262,5) 368
(263,5) (264,5) 139
(264,5) (263,5) 592
(264,5) (265,5) 378
(265,5) (264,5) 406
(265,5) (266,5) 719
(266,5) (265,5) 949
(266,5) (267,5) 8
(267,5) (266,5) 519
(267,5) (268,5) 600
(268,5) (267,5) 646
(268,5) (269,5) 309
(269,5) (268,5) 411
(269,5) (270,5) 954
(270,5) (269,5) 662
(270,5) (271,5) 71
(271,5) (270,5) 558
(271,5) (272,5) 908
(272,5) (271,5) 829
(272,5) (273,5) 422
(273,5) (272,5) 86
(273,5) (274,5) 417
(274,5) (273,5) 969
(274,5) (275,5) 642
(275,5) (274,5) 684
(275,5) (276,5) 347
(276,5) (275,5) 153
(276,5) (277,5) 533
(277,5) (276,5) 397
(277,5) (278,5) 946
(278,5) (277,5) 202
(278,5) (279,5) 71
(279,5) (278,5) 116
(279,5) (280,5) 513
(280,5) (279,5) 384
(280,5) (281,5) 352
(281,5) (280,5) 182
(281,5) (282,5) 865
(282,5) (281,5) 395
(282,5) (283,5) 225
(283,5) (282,5) 514
(283,5) (284,5) 447
(284,5) (283,5) 43
(284,5) (285,5) 195
(285,5) (284,5) 691
(285,5) (286,5) 505
(286,5) (285,5) 369
(286,5) (287,5) 281
(287,5) (286,5) 611
(287,5) (288,5) 991
(288,5) (287,5) 243
(288,5) (289,5) 546
(289,5) (288,5) 941
(289,5) (290,5) 996
(290,5) (289,5) 60
(290,5) (291,5) 438
(291,5) (290,5) 207
(291,5) (292,5) 979
(292,5) (291,5) 22
(292,5) (293,5) 714
(293,5) (292,5) 939
(293,5) (294,5) 702
(294,5) (293,5) 692
(294,5) (295,5) 526
(295,5) (294,5) 840
(295,5) (296,5) 561
(296,5) (295,5) 873
(296,5) (297,5) 371
(297,5) (296,5) 258
(297,5) (298,5) 661
(298,5) (297,5) 191
(298,5) (299,5) 506
(299,5) (298,5) 234
(299,5) (300,5) 953
(300,5) (299,5) 573
(300,5) (301,5) 40
(301,5) (300,5) 891
(301,5) (302,5) 51
(302,5) (301,5) 400
(302,5) (303,5) 821
(303,5) (302,5) 899
(303,5) (304,5) 804
(304,5) (303,5) 340
(304,5) (305,5) 236
(305,5) (304,5) 1
(305,5) (306,5) 146
(306,5) (305,5) 327
(306,5) (307,5) 325
(307,5) (306,5) 794
(307,5) (308,5) 39
(308,5) (307,5) 754
(308,5) (309,5) 294
(309,5) (308,5) 210
(309,5) (310,5) 358
(310,5) (309,5) 989
(310,5) (311,5) 128
(311,5) (310,5) 177
(311,5) (312,5) 302
(312,5) (311,5) 318
(312,5) (313,5) 181
(313,5) (312,5) 819
(313,5) (314,5) 438
(314,5) (313,5) 326
(314,5) (315,5) 592
(315,5) (314,5) 124
(315,5) (316,5) 992
(316,5) (315,5) 792
(316,5) (317,5) 781
(317,5) (316,5) 791
(317,5) (318,5) 707
(318,5) (317,5) 502
(318,5) (319,5) 855
(319,5) (318,5) 201
(319,5) (320,5) 129
(320,5) (319,5) 226
(320,5) (321,5) 784
(321,5) (320,5) 758
(321,5) (322,5) 199
(322,5) (321,5) 878
(322,5) (323,5) 99
(323,5) (322,5) 223
(323,5) (324,5) 835
(324,5) (323,5) 689
(324,5) (325,5) 821
(325,5) (324,5) 575
(325,5) (326,5) 447
(326,5) (325,5) 535
(326,5) (327,5) 906
(327,5) (326,5) 481
(327,5) (328,5) 843
(328,5) (327,5) 523
(328,5) (329,5) 156
(329,5) (328,5) 544
(329,5) (330,5) 153
(330,5) (329,5) 716
(330,5) (331,5) 279
(331,5) (330,5) 58
(331,5) (332,5) 802
(332,5) (331,5) 161
(332,5) (333,5) 728
(333,5) (332,5) 626
(333,5) (334,5) 790
(334,5) (333,5) 345
(334,5) (335,5) 995
(335,5) (334,5) 928
(335,5) (336,5) 185
(336,5) (335,5) 819
(336,5) (337,5) 227
(337,5) (336,5) 568
(337,5) (338,5) 17
(338,5) (337,5) 455
(338,5) (339,5) 508
(339,5) (338,5) 804
(339,5) (340,5) 987
(340,5) (339,5) 296
(340,5) (341,5) 348
(341,5) (340,5) 838
(341,5) (342,5) 861
(342,5) (341,5) 215
(342,5) (343,5) 128
(343,5) (342,5) 629
(343,5) (344,5) 942
(344,5) (343,5) 997
(344,5) (345,5) 316
(345,5) (344,5) 747
(345,5) (346,5) 810
(346,5) (345,5) 348
(346,5) (347,5) 146
(347,5) (346,5) 794
(347,5) (348,5) 634
(348,5) (347,5) 907
(348,5) (349,5) 940
(349,5) (348,5) 337
(349,5) (350,5) 880
(350,5) (349,5) 268
(350,5) (351,5) 748
(351,5) (350,5) 215
(351,5) (352,5) 807
(352,5) (351,5) 723
(352,5) (353,5) 16
(353,5) (352,5) 642
(353,5) (354,5) 953
(354,5) (353,5) 573
(354,5) (355,5) 579
(355,5) (354,5) 203
(355,5) (356,5) 843
(356,5) (355,5) 970
(356,5) (357,5) 654
(357,5) (356,5) 738
(357,5) (358,5) 251
(358,5) (357,5) 225
(358,5) (359,5) 318
(359,5) (358,5) 954
(359,5) (360,5) 194
(360,5) (359,5) 351
(360,5) (361,5) 807
(361,5) (360,5) 961
(361,5) (362,5) 892
(362,5) (361,5) 724
(362,5) (363,5) 943
(363,5) (362,5) 591
(363,5) (364,5) 979
(364,5) (363,5) 282
(364,5) (365,5) 117
(365,5) (364,5) 816
(365,5) (366,5) 11
(366,5) (365,5) 906
(366,5) (367,5) 727
(367,5) (366,5) 455
(367,5) (368,5) 945
(368,5) (367,5) 373
(368,5) (369,5) 411
(369,5) (368,5) 912
(369,5) (370,5) 101
(370,5) (369,5) 300
(370,5) (371,5) 869
(371,5) (370,5) 274
(371,5) (372,5) 671
(372,5) (371,5) 156
(372,5) (373,5) 256
(373,5) (372,5) 416
